index	word	frequency	wortart	accent_p	syll_n
22117	Landesverrat	15	N	1	4
22118	Landesverraeter	7	N	1	5
22119	Landesverweisung	0	N	1	5
22120	landesweit	1	A	1	3
22121	Landfahrer	1	N	1	3
22122	Landflucht	5	N	1	2
22123	landfluechtig	0	A	1	3
22124	Landfrau	0	N	1	2
22125	Landfrauenschule	0	N	1	5
22126	landfremd	0	A	1	2
22127	Landfrieden	0	N	1	3
22128	Landfriedensbruch	4	N	1	4
22129	Landgericht	92	N	1	3
22130	Landgut	5	N	1	2
22131	Landhaus	63	N	1	2
22132	Landheim	0	N	1	2
22133	Landkarte	46	N	1	3
22134	landlaeufig	18	A	1	3
22135	laendlich	81	A	1	2
22136	Landluft	0	N	1	2
22137	Landmaschine	22	N	1	4
22138	Landmesser	3	N	1	3
22139	Landpfarrer	1	N	1	3
22140	Landrat	25	N	1	2
22141	Landrichter	0	N	1	3
22143	Landschaft	223	N	1	2
22144	landschaftlich	44	A	1	3
22145	Landschaftsgaertner	1	N	1	4
22146	Landschaftsmaler	2	N	1	4
22147	Landschule	3	N	1	3
22148	Landsee	1	N	1	2
22149	Landser	11	N	1	2
22150	Landsgemeinde	0	N	1	4
22151	Landsitz	15	N	1	2
22152	Landsknecht	8	N	1	2
22153	Landsmann	72	N	1	2
22154	landsmaennisch	0	A	1	3
22155	Landsmannschaft	26	N	1	3
22156	Landstrasse	69	N	1	3
22157	Landstreicher	12	N	1	3
22158	Landsturm	2	N	1	2
22159	Landtag	149	N	1	2
22160	Landung	121	N	1	2
22161	Landungsbruecke	0	N	1	4
22162	Landurlaub	3	N	1	3
22163	Landvolk	6	N	1	2
22165	Landwehr	2	N	1	2
22166	Landwein	0	N	1	2
22167	Landwirt	107	N	1	2
22168	Landwirtschaft	531	N	1	3
22169	landwirtschaftlich	245	A	1	4
22170	Landzunge	4	N	1	3
22171	langen	878	V	1	2
22173	laengen	163	V	1	2
22175	langaermelig	1	A	1	4
22176	langarmig	2	A	1	3
22177	langatmig	4	A	1	3
22178	Langbein	0	N	1	2
22179	langbeinig	8	A	1	3
22181	Laenge	196	N	1	2
22182	Laengengrad	3	N	1	3
22183	Laengenkreis	0	N	1	3
22184	Laengenmass	1	N	1	3
22185	laengerfristig	20	A	1	4
22186	Langeweile	35	N	1	4
22187	Langfinger	1	N	1	3
22188	langfingrig	0	A	1	3
22189	langfristig	331	A	1	3
22190	langgehegt	3	A	1	3
22191	langgestreckt	15	A	1	3
22192	langgezogen	12	A	1	4
22193	langgliedrig	1	A	1	3
22194	langhaarig	6	A	1	3
22195	langhalsig	2	A	1	3
22197	langjaehrig	155	A	1	3
22198	Langlauf	15	N	1	2
22199	langlebig	5	A	1	3
22200	langlegen	1	V	1	3
22201	laenglich	9	A	1	2
22202	laenglichrund	0	A	1	3
22203	langmaehnig	1	A	1	3
22204	Langmut	4	N	1	2
22205	langmuetig	2	A	1	3
22206	Langmuetigkeit	0	N	1	4
22207	langsam	710	A	1	2
22208	Langsamkeit	3	N	1	3
22209	Langspielplatte	18	N	1	4
22210	Laengsrichtung	3	N	1	3
22211	Laengsschnitt	0	N	1	2
22214	langstielig	0	A	1	3
22215	Langstrecke	0	N	1	3
22216	Langstreckenlauf	0	N	1	4
22217	Langstreckenlaeufer	0	N	1	5
22218	Languste	2	N	2	3
22219	langweilen	55	V	1	3
22220	Langweile	4	N	1	3
22221	langweilig	71	A	1	3
22222	Langweiligkeit	1	N	1	4
22223	Langwelle	1	N	1	3
22224	langwierig	37	A	1	3
22225	Langwierigkeit	0	N	1	4
22227	Lanze	29	N	1	2
22228	Lanzenstich	1	N	1	3
22232	Lappen	14	N	1	2
22233	laeppern	0	V	1	2
22234	Lapperei	0	N	1	3
22235	lappig	2	A	1	2
22238	Laerche	7	N	1	2
22239	laermen	14	V	1	2
22241	laermempfindlich	0	A	1	4
22242	laermig	0	A	1	2
22243	Laermquelle	1	N	1	3
22244	Larve	8	N	1	2
22247	Laschheit	0	N	1	2
22248	lassen	5577	V	1	2
22250	laessig	30	A	1	2
22251	Laessigkeit	7	N	1	3
22252	Lasso	12	N	1	2
22253	lasten	30	V	1	2
22255	Lastauto	5	N	1	3
22256	laestern	7	V	1	2
22257	Laster	14	N	1	2
22258	Laster	14	N	1	2
22259	lasterhaft	1	A	1	3
22260	Lasterhaftigkeit	0	N	1	5
22261	Laesterung	4	N	1	3
22262	Lastesel	0	N	1	3
22263	laestig	53	A	1	2
22264	Laestigkeit	0	N	1	3
22265	Lastkahn	3	N	1	2
22266	Lastkraftwagen	36	N	1	4
22267	Lastschiff	0	N	1	2
22269	Lastzug	29	N	1	2
22270	Lasur	0	N	2	2
22271	Lasurfarbe	0	N	2	4
22277	latent	16	A	2	2
22278	Latenz	0	N	1	2
22279	Latenzperiode	0	N	2	6
22281	Laterne	23	N	2	3
22284	Latrine	1	N	2	3
22285	latschen	0	V	1	2
22286	Latsche	1	N	1	2
22287	Latte	18	N	1	2
22288	Lattenholz	0	N	1	3
22289	Lattenzaun	6	N	1	3
22293	Laubbaum	1	N	1	2
22294	Laube	8	N	1	2
22295	Laube	8	N	1	2
22296	Laubfall	0	N	1	2
22297	Laubfrosch	1	N	1	2
22298	laubig	1	A	1	2
22299	laubtragend	0	A	1	3
22300	Laubwald	3	N	1	2
22303	lauern	39	V	1	2
22304	Lauer	2	N	1	2
22305	Lauer	3	N	1	2
22306	laufen	1290	V	1	2
22308	Laufbahn	67	N	1	2
22309	Laufbursche	0	N	1	3
22310	laufend	339	A	1	2
22311	laufenlassen	1	V	1	4
22312	Laeufer	101	N	1	2
22313	Lauferei	0	N	3	3
22314	lauffreudig	1	A	1	3
22315	Laufgang	2	N	1	2
22316	laeufig	1	A	1	2
22317	Laufmasche	2	N	1	3
22318	Laufpass	6	N	1	2
22319	Laufschritt	9	N	1	2
22320	Laufzeit	119	N	1	2
22321	laugen	1	V	1	2
22322	Lauge	3	N	1	2
22323	Lauheit	2	N	1	2
22324	launen	7	V	1	2
22325	Laune	66	N	1	2
22326	launenhaft	1	A	1	3
22327	Launenhaftigkeit	1	N	1	5
22328	launig	6	A	1	2
22329	launisch	12	A	1	2
22330	lausen	0	V	1	2
22332	Lausbub	0	N	1	2
22333	lausbuebig	0	A	2	3
22334	lauschen	62	V	1	2
22335	Lauscher	4	N	1	2
22336	lauschig	2	A	1	2
22337	Lauserei	0	N	3	3
22338	lausig	4	A	1	2
22340	lauten	288	V	1	2
22341	laeuten	36	V	1	2
22344	lautbar	0	A	1	2
22345	Laeuten	8	N	1	2
22346	lauter	79	A	1	2
22347	laeutern	7	V	1	2
22348	Laeuterung	4	N	1	3
22349	lautgetreu	0	A	1	3
22351	lautlich	5	A	1	2
22352	lautlos	38	A	1	2
22353	Lautlosigkeit	0	N	1	4
22354	lautmalend	0	A	1	3
22355	Lautschrift	0	N	1	2
22356	Lautsprecher	77	N	1	3
22357	lautstark	7	A	1	2
22358	Lautstaerke	12	N	1	3
22359	lauttreu	0	A	1	2
22360	Lautung	0	N	1	2
22361	Lautwechsel	0	N	1	3
22362	Lautzeichen	0	N	1	3
22363	lauwarm	10	A	1	2
22364	Lava	14	N	1	2
22365	Lavastrom	2	N	1	3
22366	lavendel	0	A	2	3
22367	Lavendel	2	N	2	3
22368	Lawine	22	N	2	3
22369	lawinenartig	4	A	2	5
22371	Laxheit	1	N	1	2
22375	leben	1659	V	1	2
22378	Lebemann	2	N	1	3
22379	lebemaennisch	0	A	1	4
22380	Leben	3533	N	1	2
22381	lebenbejahend	0	A	1	5
22382	lebendig	304	A	2	3
22383	Lebendigkeit	13	N	2	4
22384	Lebensabend	17	N	1	4
22385	Lebensalter	25	N	1	4
22386	Lebensangst	5	N	1	3
22387	Lebensart	12	N	1	3
22388	Lebensauffassung	4	N	1	5
22389	Lebensaufgabe	11	N	1	5
22390	Lebensbaum	7	N	1	3
22391	Lebensbedingung	96	N	1	5
22392	lebensbedrohlich	1	A	1	5
22393	lebensbegleitend	0	A	1	5
22394	Lebensbereich	18	N	1	4
22395	Lebensbeschreibung	8	N	1	5
22396	Lebensdauer	35	N	1	4
22397	Lebenselement	2	N	1	5
22398	Lebensende	3	N	1	4
22399	Lebenserfahrung	16	N	1	5
22400	Lebenserinnerung	4	N	1	6
22401	Lebenserwartung	30	N	1	5
22402	lebensfaehig	7	A	1	4
22403	Lebensfaehigkeit	6	N	1	5
22404	lebensfern	1	A	1	3
22405	Lebensfrage	50	N	1	4
22406	lebensfremd	2	A	1	3
22407	Lebensfreude	26	N	1	4
22408	lebensfroh	9	A	1	3
22409	Lebensgefahr	41	N	1	4
22410	lebensgefaehrlich	43	A	1	5
22411	Lebensgefaehrte	5	N	1	5
22412	Lebensgefaehrtin	11	N	1	5
22413	Lebensgefuehl	20	N	1	4
22414	Lebensgemeinschaft	5	N	1	5
22415	lebensgross	4	A	1	3
22416	Lebensgroesse	2	N	1	4
22417	Lebenshaltung	26	N	1	4
22418	Lebensinhalt	4	N	1	4
22419	Lebensjahr	243	N	1	3
22420	Lebenskampf	3	N	1	3
22421	Lebenskraft	13	N	1	3
22422	Lebenskreis	5	N	1	3
22423	Lebenskuenstler	1	N	1	4
22424	Lebenslage	27	N	1	4
22425	lebenslang	17	A	1	3
22426	lebenslaenglich	42	A	1	4
22427	Lebenslauf	213	N	1	3
22428	Lebenslust	4	N	1	3
22429	lebenslustig	7	A	1	4
22430	Lebensmittel	132	N	1	4
22431	lebensmuede	4	A	1	4
22432	Lebensmut	4	N	1	3
22433	lebensnah	5	A	1	3
22434	lebensnotwendig	14	A	1	5
22435	Lebensphilosophie	5	N	1	6
22436	lebenspraktisch	0	A	1	4
22437	Lebensraum	24	N	1	3
22438	Lebensretter	7	N	1	4
22439	Lebensstandard	103	N	1	4
22440	Lebensstil	7	N	1	3
22441	lebenstuechtig	4	A	1	4
22442	lebensueberdruessig	0	A	1	6
22443	Lebensunterhalt	21	N	1	5
22444	Lebensversicherung	42	N	1	6
22445	Lebenswandel	10	N	1	4
22446	Lebensweise	42	N	1	4
22447	Lebensweisheit	2	N	1	4
22448	Lebenswerk	17	N	1	3
22449	lebenswert	25	A	1	3
22450	lebenswichtig	50	A	1	4
22451	Lebenswille	5	N	1	4
22452	Lebenszeichen	9	N	1	4
22453	Lebenszeit	23	N	1	3
22454	Lebensziel	1	N	1	3
22455	lebenzerstoerend	1	A	1	5
22456	Leber	48	N	1	2
22457	Leberfleck	4	N	1	3
22458	Leberknoedel	1	N	1	4
22459	Leberkrebs	0	N	1	3
22460	Lebertran	1	N	1	3
22461	Leberwurst	2	N	1	3
22462	Lebewesen	44	N	1	4
22463	Lebewohl	2	N	3	3
22464	lebhaft	281	A	1	2
22465	Lebhaftigkeit	5	N	1	4
22466	Lebkuchen	4	N	1	3
22467	leblos	21	A	1	2
22468	Leblosigkeit	0	N	1	4
22469	Lebtag	3	N	1	2
22470	lechzen	3	V	1	2
22472	lecken	27	V	1	2
22474	Leckage	0	N	2	3
22475	lecker	0	A	1	2
22476	Leckerbissen	0	N	1	4
22477	Leckerei	0	N	3	3
22478	Leckermaul	0	N	1	3
22479	leckschlagen	1	V	1	3
22480	ledern	1	V	1	2
22481	Leder	90	N	1	2
22482	Lederball	1	N	1	3
22483	lederfarbig	0	A	1	4
22484	Lederhaut	0	N	1	3
22485	Lederhose	4	N	1	4
22486	Lederjacke	0	N	1	4
22487	ledern	18	A	1	2
22488	Lederriemen	8	N	1	4
22489	Ledersessel	3	N	1	4
22490	Ledertasche	2	N	1	4
22491	ledig	51	A	1	2
22492	Ledigenheim	0	N	1	4
22493	lediggehend	0	A	1	4
22495	ledrig	1	A	1	2
22498	leeren	131	V	1	2
22499	Leere	63	N	1	2
22500	Leerheit	1	N	1	2
22501	leerlaufen	0	V	1	3
22502	Leerlauf	12	N	1	2
22503	leerstehend	9	A	1	3
22504	Leerung	0	N	1	2
22505	Leeseite	0	N	1	3
22506	legen	1509	V	1	2
22507	legal	41	A	2	2
22508	Legalisation	0	N	6	6
22509	legalisieren	11	V	4	5
22510	Legalisierung	6	N	4	5
22511	Legalitaet	24	N	4	4
22512	Legat	3	N	2	2
22513	Legat	3	N	2	2
22514	Legatar	0	N	3	3
22515	Legation	0	N	4	4
22516	Legehenne	1	N	1	4
22517	legendaer	16	A	3	3
22518	Legendar	0	N	3	3
22519	Legende	87	N	2	3
22520	legendenhaft	0	A	2	4
22521	Leger	3	N	1	2
22522	Legezeit	1	N	1	3
22523	legieren	4	V	2	3
22524	Legion	26	N	3	3
22525	Legionaer	18	N	4	4
22527	Legislative	10	N	4	5
22530	Legislaturperiode	45	N	4	8
22531	legitim	91	A	3	3
22532	Legitimation	16	N	6	6
22533	Legitimationskarte	0	N	6	8
22534	legitimieren	47	V	4	5
22535	Legitimierung	3	N	4	5
22536	Legitimitaet	17	N	5	5
22537	Lehen	5	N	1	2
22539	lehmig	6	A	1	2
22540	lehnen	397	V	1	2
22541	Lehne	15	N	1	2
22542	Lehnsessel	1	N	1	3
22543	Lehnsherr	0	N	1	2
22544	Lehnsmann	0	N	1	2
22545	Lehnstuhl	5	N	1	2
22546	Lehnswesen	0	N	1	3
22547	Lehnwort	1	N	1	2
22548	lehren	175	V	1	2
22549	Lehramt	10	N	1	2
22550	Lehranstalt	18	N	1	3
22551	Lehrauftrag	6	N	1	3
22552	lehrbar	0	A	1	2
22553	Lehrberuf	5	N	1	3
22554	Lehrbrief	0	N	1	2
22555	Lehrbub	0	N	1	2
22556	Lehrbuch	64	N	1	2
22557	Lehre	349	N	1	2
22558	Lehrer	694	N	1	2
22559	Lehrerausbildung	6	N	1	5
22560	lehrerhaft	0	A	1	3
22561	Lehrerin	64	N	1	3
22562	Lehrerkollegium	3	N	1	6
22563	Lehrerschaft	12	N	1	3
22564	lehrhaft	4	A	1	2
22565	Lehrjahr	13	N	1	2
22566	Lehrjunge	0	N	1	3
22567	Lehrling	130	N	1	2
22568	Lehrmeister	17	N	1	3
22569	Lehrmethode	3	N	1	4
22570	Lehrmittel	4	N	1	3
22571	Lehrplan	25	N	1	2
22572	lehrreich	31	A	1	2
22573	Lehrsatz	7	N	1	2
22574	Lehrstand	0	N	1	2
22575	Lehrstelle	25	N	1	3
22576	Lehrstoff	8	N	1	2
22577	Lehrtaetigkeit	7	N	1	4
22578	Lehrvertrag	1	N	1	3
22579	Lehrzeit	17	N	1	2
22581	Leibarzt	4	N	1	2
22582	Leibbinde	0	N	1	3
22583	leibeigen	0	A	1	3
22584	Leibeigene	13	N	1	4
22585	Leibeigenschaft	1	N	1	4
22586	Leibeserbe	0	N	1	4
22587	Leibeskraft	3	N	1	3
22588	Leibesstrafe	0	N	1	4
22589	Leibesvisitation	1	N	1	7
22590	Leibgarde	1	N	1	3
22591	Leibgericht	0	N	1	3
22592	leibhaftig	20	A	2	3
22593	Leibhaftige	2	N	2	4
22594	Leibkoch	0	N	1	2
22595	leiblich	38	A	1	2
22596	Leiblichkeit	2	N	1	3
22597	Leibrente	4	N	1	3
22598	Leibriemen	2	N	1	3
22599	Leibschmerz	3	N	1	2
22600	Leibung	0	N	1	2
22601	Leibwache	7	N	1	3
22602	Leibwaechter	8	N	1	3
22603	Leiche	148	N	1	2
22604	Leichenbegaengnis	0	N	1	5
22605	Leichenbeschauer	0	N	1	5
22606	leichenblass	2	A	1	3
22607	Leichenhalle	3	N	1	4
22608	Leichenhemd	1	N	1	3
22609	Leichenrede	0	N	1	4
22610	Leichenschmaus	1	N	1	3
22611	Leichentraeger	3	N	1	4
22612	Leichentuch	1	N	1	3
22613	Leichenverbrennung	1	N	1	5
22614	Leichenwagen	0	N	1	4
22615	Leichenzug	3	N	1	3
22616	Leichnam	21	N	1	2
22618	Leichtathlet	55	N	1	3
22619	Leichtathletik	40	N	1	4
22620	leichtbeschwingt	0	A	1	3
22621	leichtbewaffnet	0	A	1	4
22622	leichtbluetig	0	A	1	3
22623	Leichte	7	N	1	2
22624	leichtern	6	V	1	2
22625	leichtfallen	10	V	1	3
22626	leichtfertig	41	A	1	3
22627	Leichtfertigkeit	6	N	1	4
22628	leichtfluessig	0	A	1	3
22629	leichtgaengig	4	A	1	3
22630	Leichtgewicht	13	N	1	3
22631	leichtglaeubig	8	A	1	3
22632	Leichtglaeubigkeit	1	N	1	4
22633	Leichtheit	0	N	1	2
22634	leichtherzig	0	A	1	3
22635	Leichtherzigkeit	0	N	1	4
22637	Leichtigkeit	15	N	1	3
22638	Leichtindustrie	29	N	1	4
22639	leichtlebig	3	A	1	3
22640	Leichtlebigkeit	0	N	1	4
22642	leichtmachen	2	V	1	3
22643	Leichtmatrose	0	N	1	4
22644	Leichtmetall	9	N	1	3
22645	leichtnehmen	0	V	1	3
22646	Leichtoel	0	N	1	2
22647	Leichtsinn	15	N	1	2
22648	leichtsinnig	19	A	1	3
22649	leichtverdaulich	0	A	1	4
22650	leichtverletzt	0	A	1	3
22651	leichtverstaendlich	4	A	1	4
22652	leichtverwundet	0	A	1	4
22654	leiden	252	V	1	2
22656	Leiden	151	N	1	2
22657	leidend	20	A	1	2
22658	Leidenschaft	184	N	1	3
22659	leidenschaftlich	123	A	1	4
22660	Leidenschaftlichkeit	4	N	1	5
22661	leidenschaftslos	1	A	1	4
22662	leidensfaehig	0	A	1	4
22663	Leidensgefaehrte	1	N	1	5
22664	Leidensgenosse	0	N	1	5
22665	Leidensgeschichte	1	N	1	5
22666	Leidensweg	4	N	1	3
22667	Leidenszeit	3	N	1	3
22669	leidig	15	A	1	2
22670	leidlich	5	A	1	2
22671	leidtragend	2	A	1	3
22672	Leidwesen	4	N	1	3
22673	leiern	3	V	1	2
22674	Leier	9	N	1	2
22675	Leierei	0	N	3	3
22676	Leierer	0	N	1	3
22677	Leierkasten	6	N	1	4
22678	leihen	44	V	1	2
22679	Leihamt	0	N	1	2
22680	Leihbibliothek	3	N	1	5
22681	Leihbuecherei	3	N	1	4
22682	Leihe	3	N	1	2
22683	Leihgebuehr	2	N	1	3
22685	leimen	4	V	1	2
22687	Leimtopf	0	N	1	2
22688	leinen	0	V	1	2
22690	Leinacker	0	N	1	3
22691	Leine	42	N	1	2
22692	leinen	0	A	1	2
22693	Leinen	24	N	1	2
22694	Leinenband	1	N	1	3
22695	Leinenband	1	N	1	3
22696	Leineneinband	0	N	1	4
22697	Leinenkleid	1	N	1	3
22698	Leineweber	0	N	1	4
22699	Leinoel	9	N	1	2
22700	Leinsamen	1	N	1	3
22701	Leintuch	1	N	1	2
22702	Leinwand	48	N	1	2
22703	Leinweber	0	N	1	3
22705	leise	199	A	1	2
22706	Leisetreter	1	N	1	4
22707	Leisetreterei	1	N	5	5
22708	leisetreterisch	0	A	1	5
22709	leisten	900	V	1	2
22711	Leiste	6	N	1	2
22712	Leistenbruch	0	N	1	3
22713	Leistengegend	0	N	1	4
22714	Leistung	1183	N	1	2
22715	leistungsbezogen	3	A	1	5
22716	Leistungsdruck	2	N	1	3
22717	leistungsfaehig	113	A	1	4
22718	Leistungsgesellschaft	8	N	1	5
22719	Leistungsgrenze	0	N	1	4
22720	Leistungsgruppe	1	N	1	4
22721	leistungsmaessig	0	A	1	4
22722	leistungsmotiviert	1	A	1	5
22723	leistungsorientiert	0	A	1	6
22724	Leistungspraemie	3	N	1	5
22725	Leistungsprinzip	5	N	1	4
22726	leistungsschwach	3	A	1	3
22727	Leistungssport	12	N	1	3
22728	Leistungsstand	5	N	1	3
22729	leistungsstark	17	A	1	3
22730	Leistungsumfang	2	N	1	4
22731	Leistungsvermoegen	8	N	1	5
22732	leiten	424	V	1	2
22733	Leitartikel	70	N	1	4
22734	Leitartikler	3	N	1	4
22735	leitbar	0	A	1	2
22736	Leitbild	18	N	1	2
22737	Leiter	349	N	1	2
22738	Leiter	386	N	1	2
22739	Leitersprosse	2	N	1	4
22740	Leiterwagen	3	N	1	4
22741	Leitfaden	20	N	1	3
22742	leitfaehig	0	A	1	3
22743	Leitfaehigkeit	7	N	1	4
22744	Leitgedanke	3	N	1	4
22745	Leithammel	3	N	1	3
22746	Leitlinie	10	N	1	4
22747	Leitspruch	1	N	1	2
22748	Leitstern	4	N	1	2
22749	Leittier	3	N	1	2
22750	Leitung	724	N	1	2
22751	Leitungsdraht	5	N	1	3
22752	Leitungsmast	3	N	1	3
22753	Leitungsnetz	5	N	1	3
22754	Leitzahl	2	N	1	2
22756	Lektor	25	N	1	2
22757	Lektorat	2	N	3	3
22758	lektorieren	0	V	3	4
22759	Lektorin	1	N	2	3
22761	Lende	5	N	1	2
22762	Lendenbraten	0	N	1	4
22763	lendenlahm	1	A	1	3
22764	Lendenschmerz	0	N	1	3
22765	Lendenschurz	5	N	1	3
22766	Lendenwirbel	1	N	1	4
22769	lenken	212	V	1	2
22770	Lenkachse	0	N	1	3
22771	lenkbar	7	A	1	2
22772	Lenker	23	N	1	2
22773	Lenkrad	16	N	1	2
22774	Lenkradschaltung	2	N	1	4
22775	lenksam	0	A	1	2
22776	Lenkstange	6	N	1	3
22777	Lenkung	56	N	1	2
22779	Lento	0	N	1	2
22780	lenzen	0	V	1	2
22782	Leopard	38	N	3	3
22783	Lepra	15	N	1	2
22784	leproes	0	A	2	2
22785	Lerche	5	N	1	2
22786	lernen	720	V	1	2
22787	Lernaktivitaet	0	N	1	5
22788	lernbar	5	A	1	2
22789	Lernbegier	0	N	1	3
22790	lernbegierig	6	A	1	4
22791	lernbehindert	0	A	1	4
22792	Lerneifer	4	N	1	3
22793	lerneifrig	1	A	1	3
22794	Lernexperiment	0	N	1	5
22795	Lernmittel	2	N	1	3
22796	Lernprozess	7	N	1	3
22797	Lernstoff	0	N	1	2
22798	lesen	944	V	1	2
22799	Lesart	4	N	1	2
22800	lesbar	8	A	1	2
22801	Lesbarkeit	1	N	1	3
22802	Lesbier	0	N	1	3
22803	Lesbierin	1	N	1	4
22804	lesbisch	2	A	1	2
22805	Lese	47	N	1	2
22806	Lesebuch	5	N	1	3
22807	Leseecke	0	N	1	4
22808	Leselampe	1	N	1	4
22809	Leser	356	N	1	2
22810	Leseratte	0	N	1	4
22811	Leserbrief	53	N	1	3
22812	Leserei	0	N	3	3
22813	Leserin	7	N	1	3
22814	Leserkreis	12	N	1	3
22815	leserlich	4	A	1	3
22816	Leserlichkeit	1	N	1	4
22817	Leserschaft	6	N	1	3
22818	Lesesaal	6	N	1	3
22819	Lesewut	0	N	1	3
22820	Lesezirkel	4	N	1	4
22821	Lesung	53	N	1	2
22822	letal	0	A	2	2
22824	lethargisch	1	A	2	3
22827	Letter	14	N	1	2
22830	letzte	2042	A	1	2
22835	letztgenannt	9	A	1	3
22837	letztjaehrig	8	A	1	3
22839	letztmalig	6	A	1	3
22841	letztmoeglich	2	A	1	3
22843	leuchten	140	V	1	2
22844	Leuchtboje	0	N	1	3
22845	Leuchtbombe	1	N	1	3
22846	Leuchte	18	N	1	2
22847	leuchtend	58	A	1	2
22848	Leuchter	10	N	1	2
22849	Leuchtfarbe	0	N	1	3
22850	Leuchtfeuer	1	N	1	3
22851	Leuchtkugel	3	N	1	3
22852	Leuchtrakete	1	N	1	4
22853	Leuchtschrift	1	N	1	2
22854	Leuchtturm	14	N	1	2
22855	Leuchtziffer	2	N	1	3
22856	Leuchtzifferblatt	4	N	1	4
22857	leugnen	100	V	1	2
22858	Leugner	1	N	1	2
22859	Leugnung	3	N	1	2
22860	Leukaemie	4	N	3	3
22861	leukaemisch	0	A	2	3
22862	leukoderm	0	A	3	3
22863	Leukodermie	0	N	4	4
22864	Leukoplast	0	N	3	3
22866	Leukozytose	0	N	4	5
22867	Leumund	3	N	1	2
22868	Leumundszeugnis	0	N	1	4
22869	Leute	1091	N	1	2
22870	leutescheu	0	A	1	3
22871	Leuteschinder	0	N	1	4
22873	leutselig	5	A	1	3
22874	Leutseligkeit	2	N	1	4
22875	Leuzit	0	N	2	2
22879	Levkoje	1	N	2	3
22880	Lexem	5	N	2	2
22882	lexikal	0	A	3	3
22883	lexikalisch	0	A	3	4
22884	lexikalisieren	0	V	5	6
22885	lexikalisiert	0	A	3	5
22886	Lexikograph	0	N	4	4
22888	lexikographisch	0	A	4	5
22890	lexikologisch	0	A	4	5
22891	Lexikon	40	N	1	3
22894	Liane	1	N	2	3
22897	Libelle	3	N	2	3
22898	liberal	121	A	2	3
22899	liberalisieren	6	V	5	6
22900	Liberalisierung	40	N	5	6
22901	Liberalismus	15	N	4	5
22902	liberalistisch	4	A	3	5
22903	Liberalitaet	17	N	5	5
22905	Libertaet	0	N	3	3
22907	Libertinage	5	N	4	5
22908	Libidinist	0	N	4	4
22909	libidinoes	0	A	4	4
22911	Librettist	2	N	3	3
22915	lichten	26	V	1	2
22917	Lichtanlage	2	N	1	4
22918	Lichtbad	0	N	1	2
22919	Lichtbehandlung	0	N	1	4
22920	lichtbestaendig	0	A	1	4
22921	Lichtbild	175	N	1	2
22922	Lichtbildervortrag	8	N	1	5
22923	lichtblau	0	A	1	2
22924	lichtblond	0	A	1	2
22925	Lichtbogen	3	N	1	3
22926	lichtbrechend	2	A	1	3
22927	Lichtchen	1	N	1	2
22928	lichtdurchlaessig	1	A	1	4
22929	Lichteffekt	1	N	1	3
22930	Lichteinfall	3	N	1	3
22931	lichtempfindlich	6	A	1	4
22932	Lichterbaum	0	N	1	3
22933	Lichterglanz	4	N	1	3
22934	lichterloh	4	A	1	3
22935	Lichtermeer	1	N	1	3
22936	Lichtfilter	0	N	1	3
22937	Lichtgeschwindigkeit	15	N	1	5
22938	Lichtgestalt	0	N	1	3
22939	lichtgrau	0	A	1	2
22940	Lichtkegel	5	N	1	3
22941	Lichtlein	0	N	1	2
22942	lichtlos	2	A	1	2
22943	Lichtquelle	16	N	1	3
22944	Lichtschimmer	0	N	1	3
22945	Lichtspiel	2	N	1	2
22946	Lichtspielhaus	10	N	1	3
22947	Lichtstaerke	1	N	1	3
22948	lichtstrahlend	0	A	1	3
22949	lichttechnisch	0	A	1	3
22950	lichttrunken	0	A	1	3
22951	Lichtung	6	N	1	2
22952	lichtvoll	5	A	1	2
22953	lichtwendig	0	A	1	3
22955	Lidkrampf	0	N	1	2
22956	Lidschatten	2	N	1	3
22957	lieben	582	V	1	2
22960	liebaeugeln	2	V	1	3
22961	liebbehalten	0	V	1	4
22962	Liebchen	4	N	1	2
22963	Liebe	681	N	1	2
22964	liebebeduerftig	0	A	1	5
22965	liebedienern	0	V	1	4
22966	liebeln	0	V	1	2
22967	liebeleer	0	A	1	3
22968	Liebelei	10	N	3	3
22969	liebenswert	44	A	1	3
22970	liebenswuerdig	72	A	1	4
22972	Liebenswuerdigkeit	20	N	1	5
22974	Liebesabenteuer	1	N	1	6
22975	Liebesaffaere	2	N	1	5
22976	Liebesapfel	0	N	1	4
22977	Liebesbezeigung	1	N	1	5
22978	Liebesbeziehung	4	N	1	5
22979	Liebesbote	0	N	1	4
22980	Liebesbrief	7	N	1	3
22981	Liebesdienst	7	N	1	3
22982	Liebeserklaerung	9	N	1	5
22983	Liebesgott	3	N	1	3
22984	Liebesheirat	1	N	1	4
22985	Liebeskummer	16	N	1	4
22986	Liebesleben	4	N	1	4
22987	Liebeslied	7	N	1	3
22988	Liebesspiel	1	N	1	3
22989	liebestoll	2	A	1	3
22990	liebestrunken	1	A	1	4
22991	Liebesverhaeltnis	3	N	1	5
22992	liebevoll	50	A	1	3
22993	Liebfrauenkirche	2	N	2	5
22994	Liebfrauenmilch	1	N	2	4
22995	liebgewinnen	3	V	1	4
22996	liebhaben	9	V	1	3
22997	Liebhaber	54	N	1	3
22998	Liebhaberei	5	N	4	4
22999	Liebhaberin	1	N	1	4
23000	Liebhaberpreis	3	N	1	4
23001	Liebhaberwert	0	N	1	4
23002	liebkosen	5	V	2	3
23003	Liebkosung	2	N	1	3
23004	lieblich	24	A	1	2
23005	Lieblichkeit	5	N	1	3
